speaker,sentence,emotion,annotation
Ross,"Yeah, well you never have the time. I mean, I dont feel like I even have a girlfriend anymore, Rachel.",4,0010301
Rachel,"Wh, Ross what do you want from me?",4,0000311
Rachel,"You want me, you want me to quit my job so you can feel like you have a girlfriend?",4,0000500
Monica,I know.,0,4010000
Phoebe,"Ooh, I have to tell you something.",7,2010020
Monica,What?,0,4000010
Phoebe,But I cant tell you.,0,3001100
Monica,"Okay, but wouldnt it be easier if you had to tell me something that you could tell me.",0,4000100
Phoebe,"Well, sure in a perfect world. But, no, I promised I wouldnt tell, and I swore to like all my gods.",0,4001000
Monica,Okay. Does it have to do with Ross and Rachel?,0,4000010
Phoebe,No.,0,5000000
Monica,Does it have to do with Joey?,0,4000010
Phoebe,No.,0,5000000
Monica,Does it have to do with-with Chandler and that sock that he keeps by his bed?,0,4000001
Phoebe,"No, but lets come back to that later!",0,3100010
Richard,Hi!,1,1300010
Monica,Richard!,1,0300020
Richard,"Actually, Im not here to complement the chef.",0,5000000
Monica,"Ohh Oh, thats okay I hate when people come back to complement the chef.",0,4000100
Monica,Like I have nothing better to do!,0,3100100
Monica,So whats up?,0,4100000
Richard,"Well, it was great seeing you the other night.",1,2300000
Monica,"Oh, good to see you too. Did you come down here to tell me that?",0,4100000
Richard,No! I came here to tell you something else.  I came here  to tell you I still love you.,1,1400000
Joey,"One pregnant woman at a time, please! I just want you to be okay.",7,0100121
Rachel,So forcing her to marry Bobby is gonna make that happen?,7,0000122
Joey,"Maybe!  Well! Wellso-so uh, what kind of music does Numb NutsOh forget it! I cant!",4,0000311
Dina,"Joey, I am scared to death about this.",3,1004000
Dina,"But I really think I can do it, Im just gonna need some help.",3,0014000
Dina,And Bobbys gonna be here the whole time.,0,3011000
Bobby,"You bet I am!  And to answer your earlier question, were straight-up gangster rap.",1,1400000
Dina,"Look, Rachels told me how much easier youve made all this on her. Why cant you do that for me?",4,1010300
Joey,Because! Cause Cause youre my baby sister!,7,0200120
Dina,And youre my big brother!,1,1300100
Dina,"I mean, youre my favorite guy in the whole world.",0,3200000
Dina,Im not even scared to tell mom and dad.,0,4001000
Dina,I was scared of telling you.,3,1013000
Joey,"Well Id be scared of them, but all right.",7,2011010
Dina,"Joey, I cant stand the thought of having this baby with you mad at me.",2,0041000
Dina,I want him to have his uncle.,2,2030000
Dina,Is my baby gonna have his Uncle Joey?,2,1130000
Joey,Of course hes gonna have his Uncle Joey!,1,0310010
Dina,"Were gonna be all right. I mean, even if were not married this baby is gonna be so loved. Not just by us.",1,2300000
Joey,Thats right! By his uncle too!,1,1400000
Bobby,And by you.,1,2300000
Rachel,"Okay Bobby, why dont we just come over here and let them have a little moment.",0,4000100
Joey,Come here!,7,1000211
Rachel,No! Seriously! Whats wrong with you?!,7,0000122
Danny,I had a really nice time tonight.,1,1400000
Rachel,So did I. I'm really glad Monica asked us out.,1,1400000
Danny,"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.",0,3100010
Rachel,You're sister? You're sister's asleep on the couch?  Ohhh! I saw,5,1000040
Danny,"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",0,3101000
Rachel,Hi!,1,1400000
Krista,"Nice to meet you. I wish you'd told me we were having company, I'd fix myself up!",5,1100030
Danny,Like it would help.,0,3000002
Krista,You are so bad!,7,1100210
Danny,You are!,7,1200110
Krista,You are!,7,1200110
Danny,You are!,7,1200110
Krista,You are!,7,1200110
Danny,You are!,7,1200110
Krista,You are!,7,1200110
Danny,You are so dead! I'm gonna get you.,7,1200200
Rachel,"Uh, it was very nice meeting you.",0,4100000
Chandler,"Oh my God, it's that Victoria's Secret model. Something... something Goodacre.",5,1000040
Jill,"Hi Mom, it's Jill.",0,5000000
Chandler,"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!",5,0000050
Jill,"Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule.",0,5000000
Chandler,Jill says vestibule... I'm going with vestibule.,0,3200000
Jill,"I'm fine. No, I'm not alone... I don't know, some guy.",0,4001000
Chandler,"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was",1,1300010
Chandler,"I say, Drew!",7,2100020
Chandler,Are you seeing anybody right now?,0,5000000
Chandler,"Og-ee-op, Im not asking for me, Im I mean No, Im-Im not gay, Im not asking you out.",7,1101020
Chandler,Im not-Im not-Im not gay!,7,0002120
Phoebe,Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,0,3000002
Rachel,Uh-huh.,0,5000000
Phoebe,That sounds great!,7,2200010
Joey,Hey!,7,1100120
Monica,"Umm, excuse me, we switched apartments. You cant eat are food anymore, that-that gravy train had ended.",7,1100201
Joey,Theres gravy?,5,1000040
Monica,If you have the big apartment you have to deal with people coming over all the time.,0,4000001
Monica,"That fridge has got to be stocked, okay, thats your department now.",0,4000100
Monica,What are you doing?,0,3000020
Joey,I think I left a donut up here.,0,5000000
Doug,"So, in conclusion, the lines all go up , so Im happy.",0,3200000
Doug,Great job team!,1,0500000
Doug,Tomorrow at 8:30.,0,5000000
Doug,Phil!,7,2100020
Doug,Nice job.,1,1400000
Doug,Stevens!,7,2100020
Doug,Way to go!,1,0500000
Doug,"Joel-burg, you maniac!",1,0400100
Doug,I love ya!,1,0500000
Doug,Bing!,1,0500000
Doug,"Good job, couldnt have done it without ya.",1,0500000
Chandler,"Thank you, sir.",0,4100000
Stevens,"Oh, excuse me. I forgot my briefcase y'know, by accident.",0,4000100
Doug,"Of course, you did.",7,2000102
Doug,Forgot something else too ya bastard!,7,1100201
Doug,"Well, what about you?",0,5000000
Doug,Youre not feeling left out or anything are ya?,0,3010100
Chandler,"No. No, not at all, thats-thats ridiculous.",7,2021000
Doug,"Everybody else got one, and you want one too. Dont you?",7,2010101
Chandler,"Ye-ye-yeah, yes I do!",2,0031010
Doug,"Now get on out of here, you!",7,2100200
Chandler,Hey Bob.,0,5000000
Bob,Hey! Hows my pal Toby doing today?,1,1400000
Chandler,"If I see him, Ill ask.",0,5000000
Bob,Toby!,1,1300010
Mr. Franklin,Hey-hey! Bing? Was that Bob from six you were just talking too?,7,1200020
Chandler,Yeah!,1,1400000
Mr. Franklin,Oh then you know each other.,0,3000020
Chandler,Were on a semi-first name basis.,0,5000000
Mr. Franklin,What do you think of adding him to our team?,0,5000000
Chandler,"Bob? Ooh, working here with us? Everyday? Yeah, I dont know if he has what it takes.",7,2002010
Mr. Franklin,Really? They love him down on six.,5,1000040
Chandler,But this is eleven. Its almost twice as hard up here.,0,3001001
Ross,Hey! Guess what I got for your wedding!,1,1400000
Chandler,A freakish thin date with a hanger for her head?,0,4000001
Ross,"No. Rachel hooked me up with a tux! But not just any tux, Batmans tux!",1,0500000
Chandler,What?,5,0000041
Ross,Thats right! Made expressly for Val Kilmer and worn by him in the hit filmthat Batman film he was in.,1,2300000
Chandler,You cant wear that! Im wearing the famous tux! James Bonds tux!,4,0100400
Ross,So?,0,3000101
Chandler,SoIf you wear that youll make mine less special.,2,1030100
Chandler,"Sorry, I just dont like the idea of when I say ""I do,"" hes thinking, ""Yeah, Id do her too!""",7,1001201
Monica,Well then we still have a problem.,0,3000110
Chandler,Yeah!,0,3000101
Phoebe,With what?,0,5000000
Monica,"Well, were trying to find someone to perform our wedding and theyre all either boring or annoying or yknow, cant stop staring at the ladies.",0,4010000
Phoebe,Oo! You should have one of us do it!,1,0400010
Monica,"Phoebe, were getting",0,4000010
Phoebe,No! No! Its-its uh a real thing! Anyone can get ordained on the Internet and perform like weddings and stuff!,1,1300010
Monica,Are you serious?,5,0000050
Phoebe,Yes! A friend of mine did it and its totally legal!,1,0500000
Joey,I call it!!,1,0500000
Phoebe,What?! No! It was my idea!,4,0010310
Chandler,Guys thank you very much but neither of you is marrying us.,0,4000001
Joey,Does calling it not mean anything anymore?!,4,0000320
Chandler,"We are going to have a legitimate member of the clergy! And when I say legitimate I mean, gay and in control of his saliva!",0,4000100
Ross,"See, I see.... big passion in your future.",1,1400000
Rachel,Really?,5,1100030
Ross,I do.,0,5000000
Rachel,"Oh Ross, you're so great. [she playfully rubs his head and gets up]",1,0500000
Joey,It's never gonna happen.,7,2011001
Monica,Everybody knows!,7,2000120
Phoebe,"That was supposed to be a good thing, I forget why.",0,4000010
Phoebe,"Just listen, Monica, I, do you know, okay, do you know, I couldnt sleep for like a month because I got like a dot of ink on one of the sofa cushions.",0,3011000
Monica,"Well, you-you coulda just turned the cushion over.",0,3100010
Phoebe,"Yeah, I wouldve except I had a big spaghetti stain on the other side.",0,3001001
Monica,What?!?!,5,0000230
Phoebe,"Okay, this is what Im talking about, this. I-I need to live in a land where people can spill.",0,5000000
Monica,You can spill. In the sink.,0,5000000
Phoebe,"Aw, honey its not your fault, y'know this is who you are, and I love you, and I want us to be friends, and if I keep living here I dont see that happening.",2,1030010
Monica,"I love you, too.",1,2300000
Phoebe,"Aww, good.  What?",7,2200010
Monica,What? Im just said.,2,2030000
Phoebe,"No youre not, youre wondering which cushion it is.",0,3100001
Rachel,Oh my God! Are you serious?!,5,0000050
Ross,Uh-huh.,0,5000000
Rachel,I would love to live with you Ross; thats-thats great! Thank you!,1,0300020
Ross,"Well, Im-Im just glad I could, yknow, help you out.",0,3101000
Phoebe,"Wow! Im-Im so happy for you guys.  This is so-so, not stupid.",7,2200010
Rachel,"Ross-Ross, you have no idea what this means to me!",1,0400010
Rachel,"I mean, I mean I was gonna be homeless.",2,0230000
Rachel,You just saved me!,1,0310010
Rachel,Youre my hero!,1,0400010
Ross,"Hero, I uh, I dont knowwell, all right.",0,3001010
Rachel,"Oh, I have to go tell Monica what a wonderful brother she has!",1,0400010
Ross,"Oh please!   Youre gonna say things now, arent ya?",7,2001110
Phoebe,No.,0,5000000
Phoebe,"No, I wont.",0,5000000
Phoebe,"But I should tell you this, this exact same thing happened to my roommate Denise.",0,3011000
Phoebe,"She moved in with a guy who was secretly married to her and he said he didnt love her, but he really did, and it just blew up!",7,1020020
Phoebe,And thats how she ended up living with me!,7,2010020
Phoebe,"Okay, thats a lie.",0,3020000
Joey,Ugh!!,6,0000113
Monica,What happened?,0,3000020
Joey,I ended up at Ross's place.,0,4000001
Joey,"Oh, I musta missed counted or something.",0,3001001
Joey,Damn!,4,1000301
Joey,She's not there anymore.,7,2020100
Joey,"Oh, l-l-look, Ross is doing his 'Watching TV' bit.",0,3000011
Monica,"No Joey, I think he's just watchin' TV.",0,4000001
Director,"...Dammit, hire the girl!  Okay, everybody ready?",7,2100200
Joey,"Uh, listen, I just wanna thank you for this great opportunity.",1,2300000
Director,Lose the robe.,0,4000001
Joey,Me?,5,1000040
Chandler,That's great.,1,1400000
Chandler,"Well, I'm gonna get another espresso. Can I get you another latte?",0,5000000
Janice,"No, no, I'm still working on mine.",0,5000000
Chandler,That's it?,5,0000050
Phoebe,"Yeah, it was really hard.",7,2020001
Chandler,"Oh, yeah, that hug looked pretty brutal.",0,3010001
Phoebe,"Ok, you weren't there.",7,2010200
Tony,"Wow! Thats ah, thats pretty nice!",1,0300020
Joey,Pretty nice?,0,3100010
Chandler,"Youll have to pardon my roommate, he wanted to marry this.",0,3100001
Tony,"We dont have 50 bucks, but would you be willing to trade for it? Weve got a canoe.",0,5000000
Chandler,"Y'know, I, I really dont think we need a canoe.",0,5000000
Tony,You gotta take the canoe!,7,1200020
Chandler,"All right, just, just take the entertainment center, and then when you get home, throw the canoe away!",0,4100000
Peter,Were not throwing it away! I built that canoe!,4,0000500
Joey,Good for you!!,7,2200001
Rachel,Pheebs?,0,5000000
Phoebe,Yeah?,0,4000010
Chandler,"Okay. Then I guess its just, wait here then.   Hi. I need one fake ticket to Yemen.",0,4001000
Ticket Counter Attendant,One ticket to Yemen?,5,1000040
Chandler,"Oh no-no-no, no. No, no, no, I just, I just need a pretend ticket.",0,5000000
Ticket Counter Attendant,"Im sorry sir, I dont understand.",5,1010030
Chandler,What would you give to a kid if he wanted a ticket to play with?,0,4001000
Ticket Counter Attendant,Are you travelling with a child?,0,3000020
Chandler,No.,0,5000000
Chandler,"All right, yknow what, shes  gonna think that Im handing you a credit card, but what Im really gonna do is hand you a library card.",0,5000000
Ticket Counter Attendant,"Ah, sir a ticket to Yemen is $2,100 and we dont take library cards.",7,2010002
Janice,Whats the matter? Is something wrong? Do you have to stay?,7,2001020
Chandler,"Okay, but this is the last time.",0,4100000
Chandler,"With a chick-chick here, and a chick-chick there.",1,1400000
Chandler,"Here a chick, there a chick, everywhere a chick-chick--chickeeeen.",1,1400000
Joey,Hey.,0,4010000
Chandler,Hey.,0,4010000
Joey,Hows she doing?,0,4010000
Chandler,She?,5,1000040
Joey,"Well yeah, dont-dont you think its a she?",7,2100020
Chandler,"I dont know.  I cant tell, what ever it was went back in too quickly.",0,5000000
Joey,"Well, anyway, I got to go change, Im ah, meeting some of the cast for drinks.",0,5000000
Chandler,Excuse me?,7,1000121
Joey,What?,0,3000020
Joey,"Okay, good, so there you go. Go with Vince.",7,2100200
Phoebe,"Yeah, but Jason's really sensitive.",0,4010000
Chandler,"Well sensitive is important, pick him.",0,4000100
Phoebe,Yeah.,0,5000000
Joey,"Oh sure, go with the sissy.",6,1100003
Phoebe,Jason is not a sissy!,4,0100301
Joey,"Oh no-no-no-no, I meant Chandler.",7,2100011
Ross,Hi.,0,5000000
Rachel,"So uh, apparently people are familiar with the Europe story?",0,3000020
Ross,Yeah.,0,5000000
Ross,"Listen about that, the whole uh, who came on to who thing really doesnt matter.",0,3001100
Ross,"I mean, I think it wouldve happened either way.",0,5000000
Ross,I mean if you hadnt initiated it I-I-I know I wouldve.,0,4010000
Rachel,It was an amazing night.,1,0500000
Ross,It was. It was an amazing night.,1,0500000
Rachel,You think it looked amazing?,7,2100020
Dr. Long,Do we have a name yet?,0,4100000
Rachel,"No, not yet.",0,4100000
Dr. Long,"Thats fine, for now well just call her Baby Girl Green.",0,4100000
Rachel,"Oh no, Baby Girl Geller-Green.",0,4100000
Rachel,Hello baby girl.,1,2300000
Ross,"Ah-ha, nowhere to run!",7,2100020
Rachel,I dont like sitting up here! Im just gonna over,7,2002100
Phoebe,No Rachel! They got here first!,7,2001020
Phoebe,Why is Ross doing that?,0,3000020
Ross,DANGER,3,0004010
Rachel,Oh my God! Why is he jumping on those women!,5,0000050
Joey,No thats all right. Dont worry about it.,0,5000000
Rachel,Oh but look! Thats gonna leave a stain!,6,0001103
Joey,Rach! Hey! Its fine! Youre at Joeys!,7,2100020
Rachel,Really?,5,1000040
Joey,Yeah! Look!,0,3200000
Rachel,Ive never lived like this before.,7,0120011
Joey,I know.,0,5000000
Joey,"All right, dont waste it, I mean its still food.",0,5000000
Rachel,"Hey Joey, is this the bed where Olivia lost her virginity?",0,4100000
Joey,"I don't know, but one of the extras sure did!  Hey, listen    Rach. Thanks again for coming down to watch my scenes!",1,0500000
Rachel,"Oh, please!Honey, just the fact that you want me here to support    you, I'm...OH MY GOD!Is that Christian Sanders?He's so",5,0100040
