class_names,sentences
1, Their offer is a good one. They also want to have a short escrow as they have already sold their home and are ready to move in.
0, We can accommodate the buyer's desire for an escrow length of their choosing.
0, They want their building inspector to approve the quality of the house.
1, I would expect that to be the case and accept their counteroffer.
1, I will contact the buyers immediately and let them know of your acceptance of their counteroffer. I am sure they will be excited!
0, I was calling to see if the buyers had accepted my counteroffer.
0," Yes, actually they just called back with a counteroffer of their own."
0, Is the counteroffer close to the asking price?
0, The counteroffer is for ten thousand less than your asking price.
-1, I didn't really want to go that low in my pricing. 
1," I agree that that price is too low. Your home is in good shape, and you should get a better price for it."
0, What should I do at this point?
0," Since you don't want to go any lower, we can notify them that you are rejecting their latest offer."
0, Can you take care of that for me and get back to me?
0, I will let them know that your counteroffer was the lowest price that you will accept.
0, Has there been any word about whether the buyers have accepted my counteroffer?
0," Yes, I was going to call you this morning. Your buyers have responded with a counteroffer."
0, Is the counteroffer a good one?
0, They are now offering ten thousand less than your asking price.
-1, That is really a bit lower in price than I would like to go. 
1, I think that your feelings are valid. You have a beautiful home and can afford to wait for a better offer.
0, What is the next step?
-1, You can flat out reject their offer and see what they come up with. 
-1, Notify them that I am rejecting their offer. 
0, I will notify the buyers that you will not accept their counteroffer.
0, Your office called and left a message that several offers had come in on our home.
0," Yes, we received three offers in one day for your home!"
0, Were the offers for a good price?
0," One offer was for the full asking price, one slightly below, and one above."
1," Well, I am going to accept the highest bid, of course!"
0, Actually there are a few things to consider other than who is offering the most money.
0, What other factors do I need to consider?
0, We need to consider the likelihood of the buyers actually being able to purchase the house.
0, How do we check on the buyer's ability to purchase our home?
0, We will check to see if these buyers are pre-qualified for the loan amount that they need. This information will help you make a good decision.
0," When we get all of that information, then I will make my decision."
0," When you make that decision, I will present it to the buyers."
0, I received your e-mail about the many purchase offers for my house.
1, It has been quite a busy day regarding your home. We just received three offers!
0, Did the potential buyers offer a good price?
0," There were offers above and below your asking price, as well as one exactly for the asking price."
1, The highest bid is always the best bid!
0, We need to look at the big picture in deciding which bid to accept.
0, What things would you like me to look at?
0, Just because a buyer offers the money doesn't mean that they actually have the credit to purchase the home.
0, How do I get the information about a buyer's ability to afford to buy a home?
0, We will check to see if any of these buyers have a large down payment. A large amount of available cash would be a good sign.
0, I will wait for that information and give you my answer.
0," Please let me know when you have made your decision, and I will contact the buyers."
0, My friend said that you had called regarding multiple offers for my home.
1, The Open House was quite a success. Last night we received three offers on your home!
1, I am anxious to hear how good an offer we received!
0, Offers above and below the asking price came in. One was right on the money.
1, Let's go with the highest bid!
0, We need to look at a number of factors in deciding which bid to go with.
0, What matters besides getting the money for the house?
0, We need to make sure that these potential buyers all actually qualify to even purchase a home.
0, I don't even know where to begin checking on a buyer's credit information.
0, We can check to see if these buyers have already sold their current home.
1, I think that gathering that information will be helpful to me.
0, Please let me know if I can further assist you in making your decision.
0, Do you have any idea where I can buy old music boxes?
1, You can find almost anything at a flea market.
0, What in the world is a flea market?
